挨拶	あいさつ	greeting, greetings, salutation, salute, polite set phrase used when meeting or parting from somebody., polite set phrase used to express apology, sympathy, congratulations, etc.., speech (congratulatory or appreciative), address., reply, response., revenge, retaliation., a fine thing to say (used as part of a sarcastic response to a rude remark)., dialoging (with another Zen practitioner to ascertain their level of enlightenment).
下がる	さがる	to hang down, to abate, to retire, to fall, to step back.
迎える	むかえる	to go out to meet., to receive, to welcome, to greet, to salute, to hail, to reach, to approach, to enter (a phase, era, etc.)., to accept (e.g. as a member of a group or family)., to call for, to summon, to invite., to approach (a certain time, a point in one's life, etc.).
進む	すすむ	to advance, to go forward., to precede, to go ahead (of)., to make progress, to improve., to deepen, to heighten., to be fast (of a clock), to be ahead., to do of one's own free will.
正しい	ただしい	right, just, correct, righteous, honest, truthful, proper, straightforward, perfect.
駄目	だめ, ダメ	no good, not serving its purpose, useless, broken., hopeless, wasted, in vain, purposeless., cannot, must not, not allowed.
大抵	たいてい	mostly, ordinarily, usually, generally., probably., most, almost all., ordinary., proper, appropriate, moderate.
致す	いたす	to do.
電灯	でんとう	electric light.
冷える	ひえる	to grow cold (from room temperature, e.g. in refrigerator), to get chilly, to cool down.
写す	うつす	to transcribe, to duplicate, to reproduce, to imitate, to trace., to describe., to film, to picture, to photograph.
治る	なおる	to be cured, to get well, to be healed., to get mended, to be repaired, to be fixed.
けど		but, however, although.
コンピュータ		computer.
レポート		report, paper.
死	し	death, decease.
押し入れ	おしいれ	closet.
見付ける	みつける, みっける	to discover, to find (e.g. an error in a book), to come across, to detect, to spot., to locate, to find (e.g. something missing), to find fault., to be used to seeing, to be familiar with.
一度	いちど, ひとたび	once, one time, on one occasion., temporarily, for a moment., one degree, one tone, one musical interval.
治す	なおす	to cure, to heal., to fix, to correct, to repair., to do over again (after -masu base of verb)., to replace, to put back as it was., to convert (into a different state), to transform.
裏	うら	bottom (or another side that is hidden from view), undersurface, opposite side, reverse side., rear, back, behind (the house)., lining, inside., out of sight, behind the scenes., proof., opposite (of a prediction, common sense, etc.)., inverse (of a hypothesis, etc.)., bottom (of an inning), last half (of an inning).
可笑しい	おかしい	funny, amusing, comical, laughable, ridiculous., strange, odd, funny, peculiar, weird, unusual, eccentric., improper, unsuitable, unbecoming., suspicious.
二階建て	にかいだて	two-storied building.
会議室	かいぎしつ	conference room, council room.
研究室	けんきゅうしつ	laboratory., seminar room., professor's office.
食料品	しょくりょうひん	foodstuff, groceries.
匂い	におい	odour, odor, scent, smell, stench., aura, whiff, smacks of ..., sense, flavour, flavor.
就いて	ついて	about, concerning, as to, regarding.
伊達	だて	elegance, dandyism, sophistication, having style., affectation, showing off, putting on an air, appearances, just for show.
込む	こむ	to be crowded, to be packed., to be complex., to go into, to put into, to remain (seated), to be plunged into (silence), to do thoroughly., to do intently., to continue in the same state.
取り替える	とりかえる	to exchange, to replace.
用事	ようじ	tasks, things to do, errand, business (to take care of), affairs, engagement.
聞こえる	きこえる	to be heard, to be audible., to be said to be, to be reputed.
以外	いがい	with the exception of, excepting.
汚れる	よごれる	to get dirty, to become dirty., to become sullied, to become corrupted, to lose one's chastity.
尋ねる	たずねる	to ask, to enquire, to inquire., to search, to look for, to look into, to investigate.
程	ほど	degree, extent, bounds, limit., indicates approx. amount or maximum, upper limit.
塗る	ぬる	to paint, to plaster, to lacquer, to varnish, to spread, to smear.
光る	ひかる	to shine, to glitter, to be bright.
勝つ	かつ	to win, to gain victory.
恥ずかしい	はずかしい	shy, ashamed, embarrassed., disgraceful, shameful.
滑る	すべる	to glide, to slide (e.g. on skis), to slip., to fail (an examination), to bomb (when telling a joke)., to drop, to go down, to come down, to fall (e.g. in status).
似る	にる	to resemble, to look like, to take after., to be similar (in status, condition, etc.), to be close, to be alike, to be like.
泊まる	とまる	to stay at (e.g. hotel)., to be docked, to be berthed, to be moored.
負ける	まける	to lose, to be defeated., to succumb, to give in, to surrender, to yield., to be inferior to., to break out in a rash due to (e.g. lacquer, shaving, etc.)., to reduce the price, to lower the price, to give a discount on.
随分	ずいぶん	very, extremely, surprisingly, considerably., contemptible, reprehensible.
眠い	ねむい	sleepy, drowsy, somnolent.
間違える	まちがえる	to make a mistake (in), to commit an error (e.g. in calculation)., to confuse, to mistake something for something else.
失礼	しつれい, しつらい, しちらい	discourtesy, impoliteness., Excuse me, Goodbye., to leave., to be rude.
拝見	はいけん	seeing, look at.
差し上げる	さしあげる	to give, to offer., to lift up, to hold up, to raise.
歯医者	はいしゃ	dentist.
謝る	あやまる	to apologize, to apologise.
味噌	みそ	miso, fermented condiment usu. made from soybeans., innards (from crabs, shrimps, etc.) resembling miso., key (main) point, good part (of something)., weakling, weak person.
等々	とうとう	and so on, at last, finally, after all.
喉	のど, のんど, のみと, のみど	throat., singing voice.
珍しい	めずらしい	unusual, rare, curious., new, novel., fine (e.g. gift).
忘れ物	わすれもの	lost article, something forgotten.
寂しい	さびしい, さみしい	lonely, lonesome, solitary, desolate.
過ぎる	すぎる	to pass through, to pass by, to go beyond., to pass (i.e. of time), to elapse., to have expired, to have ended, to be over., to exceed, to surpass, to be above., to be no more than ...., to be excessive, to be too much, to be too ....
変える	かえる	to change, to alter, to transform, to convert, to turn, to vary., to reform, to revise, to amend.
参る	まいる	to go, to come, to call., to be defeated, to collapse, to die., to be annoyed, to be nonplussed., to be madly in love., to visit (shrine, grave).
積もり	つもり	intention, plan., conviction, belief.
釣る	つる	to fish, to angle, to catch., to lure in, to tempt, to attract, to entice, to allure.
悲しい	かなしい	sad, sorrowful.
捕まえる	つかまえる	to catch, to arrest, to seize.
噛む	かむ	to bite, to chew, to gnaw., to crash against (e.g. of waves), to break onto (shore)., to engage (of cogs, zippers, etc.), to mesh, to fit together., to be involved in., to fumble one's words (during a play, broadcast, etc.), to falter with one's words.
触る	さわる	to touch, to feel.
真面目	まじめ	diligent, serious, honest, sober, grave, earnest, steady.
予習	よしゅう	preparation for a lesson.
頂く	いただく	to receive, to get, to accept, to take, to buy., to eat, to drink., to be crowned with, to wear (on one's head), to have (on top)., to have (as one's leader), to live under (a ruler), to install (a president).
喧嘩	けんか	quarrel, brawl, fight, squabble, scuffle.
お礼	おれい, おんれい	thanks, gratitude., manners, etiquette., bow., reward, gift., ceremony, ritual.
折る	おる	to break, to fracture, to break off, to snap off, to pick (e.g. flowers)., to fold, to bend., to make (origami)., to interrupt, to end.
復習	ふくしゅう	review, revision.
片付ける	かたづける	to tidy up, to put in order, to straighten up, to put away., to settle (problem), to clear (dispute)., to finish, to bring something to an end., to marry off (e.g. a daughter)., to do away with someone, to bump someone off.
移る	うつる	to move (house), to transfer (department)., to change the target of interest or concern., to elapse (passage of time)., to be permeated by a colour or scent., to be infected, to be contagious, to spread (as in fire).
済む	すむ	to finish, to end, to be completed., to merely result in something less severe than expected., to feel at ease., to feel unease or guilt for troubling someone, to be sorry.
拾う	ひろう	to pick up, to find, to gather.
眠る	ねむる, ねぶる	to sleep (not necessarily lying down)., to die.
褒める	ほめる	to praise, to admire, to speak well.
足す	たす	to add (numbers)., to add (something), to top up (with something)., to take care of (e.g. one's business).
足りる	たりる	to be sufficient, to be enough., to be worth doing, to be worthy., to be sufficient, to answer, to do.
濡れる	ぬれる	to get wet.
鳴る	なる	to sound, to ring, to resound, to echo, to roar, to rumble.
調べる	しらべる	to examine, to investigate, to check up, to sense, to study, to inquire, to search.
筈	はず	expectation that something took place, will take place or was in some state, it should be so, bound to be, expected to be, must be., nock (of a bow)., nock (of an arrow)., nock-shaped grip (between thumb and forefinger)., wooden frame on the tip of the mast of a Japanese ship that prevents the hawser from falling out.
貰う	もらう	to receive, to take, to accept., to get somebody to do something.
慣れる	なれる	to get used to, to grow accustomed to, to become familiar with., to become skilled in, to become experienced at., to become tame, to become domesticated.
億	おく	10^8, 100,000,000, hundred million.
投げる	なげる	to throw, to cast away., to face defeat, to give up.
戻る	もどる	to turn back, to return, to go back, to recover, to rebound.
寄る	よる	to approach, to draw near, to come near, to be close to., to gather (in one place), to come together, to meet., to stop by (while on one's way to another place), to drop by, to make a short visit., to grow old, to grow high (number, etc.)., to grow (wrinkly)., to lean against, to recline on., to push one's opponent while holding their belt., to decide on a price and come to a deal.
伺う	うかがう	to ask, to inquire, to hear, to be told., to implore (a god for an oracle), to seek direction (from your superior)., to visit., to speak to (a large crowd at a theatre, etc.).
召し上がる	めしあがる	to eat.
植える	うえる	to plant, to grow.
浅い	あさい	shallow, superficial., slight (wound), light (sleep), pale (colour), inadequate (knowledge)., short (time), early, young.
太る	ふとる	to grow fat (stout, plump), to become fat, to gain weight.
祈る	いのる	to pray, to wish.
捨てる	すてる	to throw away, to cast away, to dump, to discard., to abandon, to desert, to leave., to give up, to resign.
手伝う	てつだう	to help, to assist, to aid., to contribute to, to be a factor in.
葡萄	ぶどう, ブドウ, えび	grape, grapevine.
回る	まわる	to turn, to revolve., to visit several places., to function well., to pass a certain time.
遅れる	おくれる	to be late, to be delayed, to fall behind schedule, to be overdue.
亜細亜	アジア, あじあ	Asia (esp. "the Far East")., Asian, Asiatic.
御座います	ございます	to be, to exist.
お帰りなさい	おかえりなさい	welcome home.
お大事に	おだいじに	take care of yourself, get well soon, God bless you, bless you.
お宅	おたく	your house, your home, your family., your husband., your organization., you (referring to someone of equal status with whom one is not especially close).
お土産	おみやげ	present, souvenir.
畏まりました	かしこまりました	certainly!.
屹度	きっと, キッと	surely, undoubtedly, almost certainly, most likely (e.g. 90 percent)., sternly, severely., having no slack, rigid, stiff, tight.
この間	このあいだ, このかん	the other day, lately, recently, during this period., meanwhile, in the meantime.
この頃	このごろ, このころ	recently, nowadays, these days, now, at present.
此れから	これから	after this.
ずっと		continuously in some state (for a long time, distance), throughout, all along, the whole time, all the way., much (better, etc.), by far, far and away., far away, long ago., direct, straight.
其れで	それで	and, thereupon, because of that.
其れに	それに	besides, moreover.
其れ程	それほど	to that degree, extent.
些とも	ちっとも	not at all (neg. verb).
許り	ばかり, ばっかり, ばっか	only, merely, nothing but, no more than., approximately, about., just (finished, etc.)., as if to, (as though) about to., indicates emphasis., always, constantly.
若し	もし	if, in case, supposing.
矢っ張り	やっぱり	too, also, likewise, either., still, as before., even so, either way, nonetheless, in any event, all the same., as expected.
依ると	よると	according to.
アクセサリー		accessory.
アナウンサー		announcer.
アルコール		alcohol.
アルバイト		part-time job, side job., albite.
エスカレーター		escalator.
オートバイ		motorcycle.
オーバー		overcoat., over, exceeding, going beyond, exaggeration., ball hit over the head of an outfielder (baseball).
カーテン		curtain, curtains.
瓦斯	ガス	gas (state of matter, e.g. poison gas, natural gas)., gasoline, gas, petrol., dense fog, thick fog., gas stove, gas cooker, gas range., flatulence, gas, wind, fart.
ガソリン		gasoline, petrol.
ガソリンスタンド		gas station, petrol station.
硝子	ガラス, しょうし	glass, pane., vitreous.
ケーキ		cake.
コンサート		concert.
サラダ		salad.
サンドイッチ		sandwich.
ジャム		jam.
スーツ		suit.
スーパー		super., supermarket., superimpose., superheterodyne., (film with) subtitles.
ステレオ		stereo.
ソフト		soft., software., soft hat, felt hat., soft serve ice cream., softball.
タイプ		type, kind, sort, style., typewriter, typing.
テキスト		text., textbook.
テニス		tennis.
ハンドバッグ		handbag, purse.
パート		part., part-timer., part-time (work).
パソコン		personal computer.
パパ		Papa.
ビル		building., bill.
ピアノ		piano.
プレゼント		present, gift., to give a present or gift.
ベル		bell., bel, B.
ワープロ		word processor.
易い	やすい	easy.
為さる	なさる	to do.
育てる	そだてる	to raise, to rear, to bring up.
員	いん	member.
遠く	とおく	far away, distant, at a distance, distant place, by far.
苛める	いじめる	to tease, to torment, to persecute, to chastise.
会	かい	meeting, assembly, party., association, club.
怪我	けが	injury (to animate object), hurt.
開く	ひらく	to open, to undo, to unseal, to unpack., to bloom, to unfold, to spread out., to open (for business, e.g. in the morning)., to be wide (gap, etc.), to widen., to hold (meeting, etc.), to give, to open., to found (nation, dynasty, sect, etc.), to open (a new business), to set up, to establish, to start., to open (ports, borders, etc.)., to open (an account)., to open up (new land, path, etc.), to clear, to develop., to open (a file, etc.)., to extract (root), to reduce (equation)., to cut open (fish)., to change (kanji into hiragana)., to flare (e.g. skirt)., to slacken (into a poor posture).
割れる	われる	to break, to be smashed., to split, to crack, to fissure, to be torn., to be divided, to cleave., to come to light, to be identified, to be established, to become clear.
乾く	かわく	to get dry.
嬉しい	うれしい	happy, glad, pleasant.
宜しい	よろしい	good, OK, all right, fine, very well, will do, may, can.
吃驚	びっくり, ビックリ	to be surprised, to be amazed, to be frightened, to be astonished, to get startled, to jump., surprise (e.g. surprise party).
泣く	なく	to cry, to weep, to sob, to howl.
驚く	おどろく	to be surprised, to be astonished.
仰っしゃる	おっしゃる	to say, to speak, to tell, to talk.
君	きみ	you, buddy, pal., monarch, ruler, sovereign, (one's) master.
君	くん	Mr (junior), master, boy.
月	つき	moon., month.
建てる	たてる	to build, to construct.
呉れる	くれる	to give, to let one have, to do for one, to be given.
お陰様で	おかげさまで	(I'm fine) thank you, thanks to you, fortunately, under the gods' shadow.
ご主人	ごしゅじん	your husband, her husband.
お釣り	おつり	change (i.e. money), balance.
再来月	さらいげつ	month after next.
再来週	さらいしゅう	week after next.
暫く	しばらく, しゅゆ, すゆ	little while, short while, moment, instant., a while, quite a time., it's been a long time.
仕舞う	しまう	to finish, to stop, to end, to put an end to, to bring to a close., to close (a business, etc.), to close down, to shut down, to shut up., to put away, to put back, to keep, to store., to finish ..., to do ... completely.
市	し	city.
止む	やむ	to cease, to stop, to be over.
止める	とめる	to stop, to turn off., to park., to prevent, to suppress (a cough), to hold back (tears), to hold (one's breath), to relieve (pain)., to stop (someone from doing something), to dissuade, to forbid, to prohibit., to notice, to be aware of, to concentrate on, to pay attention to, to remember, to bear in mind., to fix (in place), to fasten, to tack, to pin, to nail, to button, to staple., to detain, to keep in custody.
止める	やめる	to stop (an activity), to cease, to discontinue, to end, to quit., to cancel, to abandon, to give up, to abolish, to abstain, to refrain.
字	じ	character (i.e. kanji)., hand-writing, penmanship., the ... word (i.e. "the L word" = "love").
式	しき	equation, formula, expression., ceremony., style.
叱る	しかる	to scold.
床屋	とこや	barbershop, barber.
焼く	やく	to bake, to grill., to develop (photos)., to suntan., to burn (in flames, down, CD, DVD, etc.), to scorch., to be jealous, to be envious.
焼ける	やける	to burn, to be roasted, to be heated, to be sunburnt, to fade (in the sun), to glow red (i.e. of the sky at sunset)., to be jealous, to be envious.
寝坊	ねぼう	sleeping in late, oversleeping., late riser, sleepyhead.
心	こころ	mind, heart, spirit., the meaning of a phrase (riddle, etc.).
凄い	すごい	terrible, dreadful., amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific., to a great extent, vast (in numbers).
成るべく	なるべく	as much as possible, wherever practicable.
成程	なるほど, ナルホド	I see, That's right!, Indeed.
製	せい	-made, make.
石	いし	stone., gem, jewel.
折れる	おれる	to break, to be broken, to snap, to fracture., to be folded., to give in, to back down, to yield, to submit., to turn (a corner).
先ず	まず	first (of all), to start with, about, almost, anyway, well, now., hardly (with neg. verb).
続く	つづく	to continue, to last, to go on., to continue (without a break), to be unbroken., to occur again and again., to lead to, to connect to, to adjoin., to come after, to follow, to succeed, to rank next to., to hold out, to keep, to last.
続ける	つづける	to continue, to keep up, to keep on.
大学生	だいがくせい	university student, college student.
知らせる	しらせる	to notify, to advise, to inform.
通り	とおり	avenue, street, way, road., coming and going, street traffic., flow (of water, air, etc.)., transmission (of sound), reach (e.g. of voice)., fame, reputation, popularity., the same status or way, as (e.g. as expected, as I said)., understanding, comprehension., counter for sets of things, counter for methods, ways, types.
天気予報	てんきよほう	weather forecast, weather report.
点く	つく	to be lit (e.g. electricity comes on), to be lighted., to catch fire.
伝える	つたえる	to convey, to report, to transmit, to communicate, to tell, to impart, to propagate, to teach, to bequeath.
動く	うごく	to move, to stir, to shift, to shake, to swing., to operate, to run, to go, to work., to be touched, to be influenced., to change, to vary, to fluctuate, to waver., certain, factual., to be transferred.
届ける	とどける	to deliver, to forward, to send., to report, to notify, to file notice (to the authorities), to give notice, to register.
彼	かれ	he, him., his., boyfriend.
非常に	ひじょうに	very, extremely, exceedingly.
米	こめ, よね, めめ, コメ	(husked grains of) rice., 88 years old.
別	べつ, べち	distinction, difference, different, another, particular, separate, extra, exception.
亡くなる	なくなる	to die.
殆ど	ほとんど	mostly, nearly, practically, well-nigh, almost invariably, all but, just about, almost.
無くなる	なくなる	to be lost (e.g. luggage), to be missing., to be used up, to be run out, to be exhausted, to be consumed, to be reduced to zero, to not occur any more., to disappear (e.g. pain), to be lost (e.g. a dream, confidence).
勿論	もちろん	of course, certainly, naturally.
踊る	おどる	to dance (orig. a hopping dance).
ただ今	ただいま	Here I am, I'm home!., presently, right away, right now, just now.
揺れる	ゆれる	to shake, to sway.
様	さま	Mr., Mrs., Miss, Ms.., makes words more polite (usu. in fixed expressions)., state, situation, appearance.
用	よう	task, business., use, duty, service., call of nature, excretion.
立てる	たてる	to stand up, to put up, to set up, to erect, to raise., to thrust into, to bury into, to dig into., to make (a noise), to start (a rumour), to raise (a cloud of dust, etc.), to cause., to make, to establish, to set up, to develop, to formulate., to put up (a political candidate), to make (one's leader)., to treat with respect, to give (someone) their due, to make (someone) look good, to avoid embarrassing (someone)., to sharpen, to make clear., to shut, to close., to make tea (macha), to perform the tea ceremony., to divide by., to do ... vigorously.
力	ちから	force, strength, might, vigour (vigor), energy., capability, ability, proficiency, capacity, faculty., efficacy, effect., effort, endeavours (endeavors), exertions., power, authority, influence, good offices, agency., support, help, aid, assistance., stress, emphasis., means, resources.
掏摸	すり	pickpocket.
店	てん	-store, -shop.
儘	まま, まんま	as it is, as one likes, because, as., condition, state.
空く	すく	to become less crowded, to thin out, to get empty., to be hungry.
ご馳走	ごちそう	feast, treating (someone)., to treat (someone, e.g. to a meal).
確り	しっかり	tightly (holding on), firmly, securely., strongly (built), solidly, sturdily, steadily., properly, well, sufficiently, hard (working, etc.), fully, completely., reliably, dependably, levelheadedly, shrewdly, wisely, cleverly.
中中	なかなか	very, considerably, easily, readily, fairly, quite, highly, rather., by no means (with negative verb), not readily., middle, half-way point., excellent, wonderful, very good.
髭	ひげ	moustache, beard, whiskers., extremely short pulse appearing on an electrical signal.
酷い	ひどい	cruel, heartless, hard, harsh, severe., violent, intense, strong, heavy, extreme., very bad, terrible, awful., excessive, exorbitant, unreasonable, outrageous, unfair, unjust.
痩せる	やせる	to become thin, to lose weight, to reduce (one's) weight, to slim., to be barren, to be infertile, to be sterile.
様	よう	appearing ..., looking ...., way to ..., method of ...ing., form, style, design., like, similar to., thing (thought or spoken).
沸く	わく	to grow hot (of water, etc.), to boil., to be in a state of excitement, to get excited, to take place energetically, to erupt (e.g. in applause, cheers).
お祝い	おいわい	congratulation, congratulations, celebration, festival, congratulatory gift.
偶に	たまに	occasionally, once in a while.
行ってらっしゃい	いってらっしゃい	have a good day, take care, see you.
然う	そう	in that way (concerning the actions of the listener or concerning the ideas expressed or understood by the listener; with a neg. sentence, implies that something isn't as much as one might think), thus, such., so (used to express agreement with something said)., so? (used to express some doubt with something said).
ご覧になる	ごらんになる	to see, to look, to watch., (after the -te form of a verb) try to.
あんな		such (about something or someone distant from both speaker and listener, or about a situation unfamiliar to both speaker and listener), so, that, sort of.
いらっしゃる		to come, to go, to be (somewhere)., (after a -te form, or the particle "de") is (doing), are (doing).
うん		yes, yeah, uh huh.
お目出度うご座います	おめでとうございます	congratulations.
斯う	こう	in this way (used for something or someone close to the speaker, including the speaker himself, or for the opinions of the speaker), thus, such., uh... (interjection used as a verbal pause).
さっき		some time ago, just now.
すっかり		all, completely, thoroughly.
すっと		straight, quickly, directly, all of a sudden., quietly, gently, softly., to feel refreshed, to feel satisfied.
すると		thereupon, hereupon.
そんな		such (about the actions of the listener, or about ideas expressed or understood by the listener), like that, that sort of.
だから		so, therefore.
ちゃん		suffix for familiar person.
どんどん		drumming (noise)., rapidly, steadily.
はっきり		clearly, plainly, distinctly., to be clear, to be definite, to be certain, to be exact, to become clear, to clear up.
やっと		at last, at length., barely, narrowly, just, by the skin of one's teeth.
キット		kit.
クラブ		club (e.g. golf, tennis)., clubs (card suit)., crab.
サンダル		sandal.
スーツケース		suitcase.
スクリーン		screen.
ステーキ		steak.
チェック		check, plaid.
ハンバーグ		hamburger (meat, no bun), Hamburg steak.
ファックス		facsimile, FAX.
レジ		(cash) register.
亜米利加	アメリカ	America., United States of America.
そろそろ		slowly, quietly, steadily, gradually, gingerly., soon, momentarily, before long, any time now.
行けません	いけません	wrong, not good, of no use., hopeless, past hope., must not do.
阿弗利加	アフリカ	Africa.
そんなに		so much, so, like that.
や		such things as (non-exhaustive list related to a specific time and place), and ... and., (after the dictionary form of a verb) the minute (that) ..., no sooner than ...., punctuational exclamation in haiku, renga, etc.., interjection expressing surprise., hi., plain copula.
ああ		like that (used for something or someone distant from both speaker and listener), so.
し		(at the end of a phrase) notes one (of several) reasons.
降り出す	ふりだす	to begin to rain, to begin to snow.
難い	かたい	difficult, hard.
お出でになる	おいでになる	to be., to come., to go.
お蔭	おかげ	grace (of God), benevolence (of Buddha), blessing., assistance, help, aid., effects, influence.
お見舞い	おみまい	calling on someone who is ill, enquiry, inquiry.
お子さん	おこさん	child.
稲子	いなご, こう	rice grasshopper (of genus Oxya)., grasshopper, locust (of family Catantopidae).
劫	こう, ごう	kalpa (eon, aeon)., ko (in Go, the arrangement that allows for the eternal capture and recapture of the same stones).
お祭り	おまつり	festival, feast, carnival.
都	と	metropolitan, municipal.
御名	みな	name of God (esp. in Christian contexts), name of Christ.
幾らでも	いくらでも	as many (much) as one likes.
看護師	かんごし	(hospital) nurse, registered nurse, RN.
代	だい	charge, cost, price., generation, age, reign., era., (after someone's name or title) a representative of, on behalf of, for (someone)., used after a phone number to indicate that it is a switchboard number., counter for decades of ages, eras, etc.., counter for generations (of inheritors to a throne, etc.)., proxy application company., pronoun.
泳ぎ方	およぎかた	way of swimming.
もう直ぐ	もうすぐ	very soon.
杯	はい, はた	sake cup, cup for alcoholic beverages., counter for cupfuls., counter for ships, octopuses and squid.
素っ	すっ	most (emphasis), much, greatly.
軒	けん	counter for buildings (esp. houses)., suffix for a pen name, stage name, etc..
鸛	こうのとり, こう, コウノトリ	stork (esp. the Oriental stork, Ciconia boyciana).
中	じゅう, ぢゅう	through, throughout, in the course of., all over or throughout (e.g. a place).
行ってまいります	いってまいります	good bye, I'm off, see you later.
お待たせしました	おまたせしました	Thank you for waiting, Have I kept you waiting?.
家	か	-ist (used after a noun indicating someone's occupation, pursuits, disposition, etc.), -er.
あ		Ah! (expression of surprise, recollection, etc.), Oh!., Hey! (to get someone's attention).
びる		seeming to be ..., becoming like ..., behaving as ....
ケレド		credo.
